Titulo,Anio,Tipo,Genero,Rating,Puntuacion,Pais_Origen,Idioma,Elenco,Director,Creador,Escritor,Duracion(min)
Winners & Sinners,1983.0,movie,Action,6.7,4735.0,Hong Kong,Cantonese,"Sammo Kam-Bo Hung, John Sham, Richard Ng, Charlie Chin, Stanley Sui-Fan Fung, Cherie Chung, Jackie Chan, James Tien, Philip Chan, Paul Chang Chung, Pat Ha, Ching-Ying Lam, Tai-Bo, Cecilia Yip, John Cheung, Hark-On Fung, Fat Chung, Dick Wei, Lung Chan, Kwai Shan, Biao Yuen, Moon Lee, Mars, Ha Huang, Tat-Wah Tso, Gwa-Pau Sai, Yau Cheung Yeung, Chi Ling Chiu, Chuen Chan, Mo-Hau Cheung, Git Leng Chan, Wellson Chin, San Tai, Chau Sang Lau, Wu Ma, Sun Wong, Chor-Lam Tsang, Barry Wong, Ann Hui, Sin-Ming Cheung, Wah Cheung, Ga-Leung Wong, Ying Lung, Cheung Wai, Ka-Leung Wong, Kwong-Keung Kong, Ging-Man Fung, Ronnie, Tung Ting, Leng-Kuang Yin, Ying-Hong Luk, Hon Ling, Wing-Hon Cheung, Chieh-Chiang Wu, Paco Yick, Kam Kong Chow, Kwan-Hong Wong, Chi Kit Lee, Chi Wah Ling, Min Kan Ng, Yun-Chiang Peng, Paul Wong, Mo Yuen, Hsueh-Ming Liao, Chien-Po Tsen, Yun-Sheng Pan, Yu-Shu Wu, Chien-Hua Hsu, Kwok Wing Ha, Kuo Hua Chang, Chok-Chow Cheung, Ju Fang, Ho-Chiu Kei, Hak-Shun Leung, Jackson Ng, Yu-Yung Teng, Tien-Chu Chin, Hsiang Lin Yin, Chi Wai Wong, Mei-Mei Tang, Mang-Ha Cheng, Fong-Sai Lau, Man-Kei Yiu, Wah-Lung Szema, Chi-Wang Wong, Matthew Oram",Sammo Kam-Bo Hung,"Chris Babida, Frankie Chan","Sammo Kam-Bo Hung, Barry Wong",108.0
The Autobiography of Miss Jane Pittman,1974.0,tv movie,Drama,7.9,2000.0,United States,English,"Cicely Tyson, Eric Brown, Richard Dysart, Joel Fluellen, Will Hare, Katherine Helmond, David Hooks, Elinora B. Johnson, Warren Kenner, Dudley Knight, Derrick Mills, Michael Murphy, Valerie Odell, Odetta, Rod Perry, Roy Poole, Josephine Premice, Thalmus Rasulala, Al Scott, Dan Smith, Carol Sutton, Wilbur Swartz, Bill Walker, Collin Wilcox Paxton, Arnold Wilkerson, Beatrice Winde, Teddy Airhart, Ted Arroyo, Noel Cazenave, Woodrow Chambliss, Barbara Chaney, James Goodman, Jerry Green, Jerry Leggio, Harold Sylvester, Tony Thomas, Brick Tilley, Alana Villavaso",John Korty,Fred Karlin,"Tracy Keenan Wynn, Ernest J. Gaines",110.0
Black Jack: The Movie,1996.0,movie,Animation,6.8,941.0,Japan,Japanese,"Hiroshi Fujioka, Kirk Thornton, Akio Ôtsuka, Julie Maddalena, Yûko Mizutani, Mary Elizabeth McGlynn, Michael Sorich, Barry Stigler, Lex Lang, Daran Norris, Kevin Seymour, Michael Forest, Bridget Hoffman, BJ Harrison, Simon Prescott, Mona Marshall, Paul St. Peter, Riva Spier, Wendee Lee, Tony Pope, Peter Spellos, Dan Woren, Christopher Joyce, Jan Rabson",Osamu Dezaki,Eiji Kawamura,"Osamu Dezaki, Udo Lindenberg, Eto Mori",90.0
"Jo Jo Dancer, Your Life Is Calling",1986.0,movie,Biography,6.4,1739.0,United States,English,"Richard Pryor, Debbie Allen, Art Evans, Fay Hauser, Barbara Williams, Carmen McRae, Paula Kelly, Diahnne Abbott, Scoey Mitchell, Billy Eckstine, Tanya Boyd, Wings Hauser, ""ELon Cox"", Michael Ironside, J.J. Barry, Mike Genovese, Marlene Warfield, Virginia Capers, Dennis Farina, Frederick Coffin, Richard Grossman, Ken Foree, Gloria Charles, Mary Bond Davis, Cheri Wells, Valerie McIntosh, Bebe Drake, Charlie Dell, Teri Hafford, Edy Roberts, Michael Prince, Rocco Urbisci, Rod Gist, Elizabeth Robinson, Beau Starr, Lou B. Washington, Kiblena Peace, Larry Murphy, Linda Hoy, Dennis Hayden, Sam Hennings, Rashon Khan, Charles Knapp, Tracy Morgan, Gary Allen, Jack Andreozzi, Martin Azarow, Dean Wein, Sig Frohlich, Joanna Lipari, Jo Ann Mann, Richard Daugherty, Alicia Shonte Harvey, Robin Torell, Laura Rae, Ericka Marr, Angella Mitchell, Laura Sorrenson, Geraldine Mason, Michael Anthony Williams, Deon Pearson, Dorothy McLennan, Erastus Spencer, Edwin Hausam, Howard L.W. Fortune, Dewayne Taylor, Jimmy Binkley Group, Laurette Ben-Nathan, Robert Gus Blue, Gene Cross, Helen Kelly, Tom Lawrence, Suzanne Niles, Maureen C. Solomon",Richard Pryor,Herbie Hancock,"Rocco Urbisci, Paul Mooney, Richard Pryor",97.0
Dead Man's Curve,1998.0,movie,Drama,5.9,5760.0,United States,English,"Matthew Lillard, Michael Vartan, Randall Batinkoff, Keri Russell, Tamara Marie Watson, Anthony Griffith, Bo Dietl, Kevin Ruf, Henry Strozier, Ben Livingston, Kris McGaha, Christy Stratton, Dana Delany, Cheryl Goode, David P. Moore, Nora Pierce, Amy Raymond, David Zellner, Nathan Zellner, Ron Furman, Bernard Rosen, Julie Mabry",Dan Rosen,Shark,Dan Rosen,91.0
Shanghai Triad,1995.0,movie,Crime,7.1,5444.0,"France, China",Mandarin,"Gong Li, Baotian Li, Xiaoxiao Wang, Xuejian Li, Chun Sun, Biao Fu, Shu Chen, Jiang Liu, Baoying Jiang, Qianquan Yang, Ying Gao, Weiming Gao, Shuliang Lian, ""Yanan Wang"", Zhang Yayun, Guo Hao, Jiasheng Zhen, Ni Zengshao, An Xing, Jia Shijun, Jiankang Jiang, Jiangang Yu, Li Dou, Xijun Gu, Hao Kuo, Min Wang, Jiankuo Yu",Yimou Zhang,Guangtian Zhang,"Feiyu Bi, Li Xiao",108.0
The Scarlet and the Black,1983.0,tv movie,Drama,7.6,3019.0,"United States, United Kingdom, Italy","English, German, Italian","Gregory Peck, Christopher Plummer, John Gielgud, Raf Vallone, Kenneth Colley, Walter Gotell, Barbara Bouchet, Julian Holloway, Angelo Infanti, Olga Karlatos, Michael Byrne, T.P. McKenna, Vernon Dobtcheff, John Terry, Peter Burton, Phillip Hatton, Mark Lewis, Fabiana Udenio, Marne Maitland, Remo Remotti, Giovanni Crippa, Billy Boyle, Itaco Nardulli, Cariddi McKinnon Nardulli, Alessandra Cozzo, William Berger, Edmund Purdom, ""Gabriella DOlive"", Cesarina Tacconi, David Brandon, Sergio Nicolai, Bruno Corazzari, Stelio Candelli, Francesco Carnelutti, Greg Anthony, Angelo Boscariol, Alberigo Donadeo, Gabriele Ferzetti, Alfonso Giganti, Giovanni Lombardo Radice",Jerry London,Ennio Morricone,"J.P. Gallagher, David Butler",143.0
Northanger Abbey,2007.0,tv movie,Drama,7.2,14514.0,"United Kingdom, United States, Ireland",English,"Geraldine James, Michael Judd, Julia Dearden, ""Gerry OBrien"", Felicity Jones, David Brittain, Patrick Ryan, Sylvestra Le Touzel, Desmond Barrit, David Sheehan, William Beck, Liam McMahon, Mal Whyte, JJ Feild, Myles Breen, Bernadette McKenna, Carey Mulligan, Shauna Taylor, Sophie Vavasseur, ""Hugh OConor"", Catherine Walker, Liam Cunningham, Anne Fitzpatrick, ""Ryan OConnor"", Mark Dymond, Pauline Cadell, Alana Brennan, Ella Clifton, Edie Davis, Jamie Gogan, Megan McLoughlin, ""Charlotte OReilly"", Cian Porteus, Judy Chetner, Peter Dillon, Judy Donovan, Giedrius Nagys",Jon Jones,Charlie Mole,"Andrew Davies, Jane Austen",84.0
House of Whipcord,1974.0,movie,Horror,5.9,1536.0,United Kingdom,English,"Barbara Markham, Patrick Barr, Ray Brooks, Ann Michelle, Sheila Keith, Dorothy Gordon, Robert Tayman, Ivor Salter, Karan David, Celia Quicke, Ron Smerczak, Tony Sympson, Judy Robinson, Jane Hayward, Celia Imrie, Barry Martin, Rose Hill, Dave Butler, Penny Irving, Kathleen Heath, David McGillivray, Denis Tinsley, Pete Walker",Pete Walker,Stanley Myers,"David McGillivray, Pete Walker",102.0
I Dood It,1943.0,movie,Romance,6.3,596.0,United States,English,"Red Skelton, Eleanor Powell, Richard Ainley, Patricia Dane, Sam Levene, Thurston Hall, Lena Horne, Hazel Scott, Jimmy Dorsey, Jimmy Dorsey and His Orchestra, ""Helen OConnell"", Bob Eberly, John Hodiak, Butterfly McQueen, Marjorie Gateson, Andrew Tombes, Morris Ankrum, Charles Judels, Mitchell Lewis, ""Spec ODonnell"", ""Anne ONeal"", Doris Ake, Rafael Alcayde, Ernie Alexander, Jean Ashton, William Bailey, Juliette Ball, Eleanor Bayley, Arthur Belasco, William Bishop, Judi Blacque, Lennie Bluett, Sven Hugo Borg, Lionel Braham, Ralph Brooks, John W. Bubbles, ""George Red Callender"", Jack Carrington, Jack Chefe, Alex Chivra, Marilyn Christine, Russ Clark, Buck Clayton, Chester Clute, Tom Coleman, Gino Corrado, Jules Cowles, Victor Cox, Russell Custer, Jack Daley, Ruby Dandridge, Vivian Dandridge, Larry Daniels, Mark Daniels, Harry Depp, Tommy Dorsey, Jim Farley, Charles Ferguson, James Flavin, Joel Fluellen, Jack Gargan, Sam Garrett, Robert Haines, Suzette Harbin, Avanelle Harris, Sam Harris, Maggie Hathaway, Myron Healey, Payne B. Johnson, Marilyn Kinsley, Ford Washington Lee, Vera Lee, Carl M. Leviness, ""Jack Tiny Lipson"", Hank Mann, Dona Massin, Merrill McCormick, Frank McLure, Margaret McWade, Harold Miller, Roger Moore, Dorothy Morris, Edmund Mortimer, Joyce Murray, Jetsy Parker, Sheila Rae, Jane Ray, Beth Renner, Clinton Rosemond, Jeffrey Sayre, Margaret Seddon, Jessie Tai Sing, Wanda Stevenson, Cecil Stewart, Kay Thompson, Mitzie Uehlien, Hans von Morhart, Bryant Washburn, Constance Weiler, Florence Wix, Lee Young, Joe Yule",Vincente Minnelli,"Daniele Amfitheatrof, George Bassman, David Raksin, George Stoll","Sig Herzig, Fred Saidy",102.0
Tokyo Raiders,2000.0,movie,Action,5.8,2477.0,Hong Kong,"Cantonese, Japanese, English","Tony Chiu-Wai Leung, Ekin Cheng, Kelly Chen, Cecilia Cheung, Tôru Nakamura, Hiroshi Abe, Kumiko Endô, Maju Ozawa, Yûko Moriyama, Minami Shirakawa, Pauline Yam, Takeshi Yamato, Ko Shibasaki, Kamoi Anzuji, Reila Aphrodite, Mayu Asada, Toshihiro Asari, Sawa Chikako, Anke Davidson, Megumi Hasegawa, Shigeki Hayase, Yuka Hioki, Meiken Itô, Makoto Kenmochi, Ryûki Kitaoka, Toru Korumatsu, Lee Landon, Vincent Lau, Ting-Ting Lee, Siu-Kuen Liu, Eric Lloyd, Minoru Maebara, Kiyomitsu Miura, Seiji Mori, Kei Nagase, Masayoshi Ohzeki, Natsuki Okada, Makoto Onkawa, Jyuri Sadachi, Yuriko Sakaki, Keiki Sato, Kazumasa Segi, Kazu Shimizu, Eguchi Sho, Man Sze, Sôtarô, Yayoi Takahashi, Rebecca Tam, Sau-Mei Tam, Kwok-Yin Tang, Erika Taniguchi, Bill Timoney, Hiroki Tokui, Hiroshi Urushiyama, Takasugi Watarudai, Siu-Keung Wong, Haruki Yamaguchi, Wai-Kei Yuen, Wai-Kit Yuen, Hana Yuisho, Kazuya Shimizu",Jingle Ma,Peter Kam,"Susan Chan, Felix Chong",118.0
Quatermass and the Pit,1967.0,movie,Horror,7.0,9899.0,"United Kingdom, Japan",English,"James Donald, Andrew Keir, Barbara Shelley, Julian Glover, Duncan Lamont, Bryan Marshall, Peter Copley, Edwin Richfield, Grant Taylor, Maurice Good, Robert Morris, Sheila Steafel, Hugh Futcher, Hugh Morton, Thomas Heathcote, Noel Howlett, Hugh Manning, June Ellis, Keith Marsh, James Culliford, Bee Duffell, Roger Avon, Brian Peck, John Graham, Charles Lamb, Ann Barrass, Roy Beck, Peter Bennett, Bette Bourne, John Bown, Simon Brent, David Crane, William Ellis, Mark Elwes, Harry Fielder, George Fisher, Joseph Greig, Fred Haggerty, George Hilsdon, Walter Horsbrugh, Alastair Hunter, Elroy Josephs, Cyril Kent, Eric Kent, Dickey Luck, George Oliver, James Payne, Michael Poole, Eddie Powell, Mike Reid, John Rutland, Harold Sanderson, David Savile, Bill Sawyer, Albert Shepherd, Leslie Southwick, Gareth Thomas, Mickey Varey, Brian Walton, Ian White",Roy Ward Baker,Tristram Cary,"Nigel Kneale, Nigel Kneale",97.0
Jimmy Neutron: Attack of the Twonkies,2005.0,tv movie,Animation,6.8,184.0,United States,English,"Debi Derryberry, Mark DeCarlo, Megan Cavanagh, Rob Paulsen, Jeffrey Garcia, Carolyn Lawrence, Crystal Scales, Andrea Martin, Billy West, Candi Milo, Jeffrey M. Gunn, Frank Welker, Graystar",Keith Alcorn,Hamilton Altstatt,"John A. Davis, Jed Spingarn",44.0
Torture Garden,1967.0,movie,Fantasy,6.1,2702.0,United Kingdom,English,"Jack Palance, Burgess Meredith, Beverly Adams, Peter Cushing, Michael Bryant, John Standing, Robert Hutton, John Phillips, Michael Ripper, Bernard Kay, Catherine Finn, Maurice Denham, Ursula Howells, David Bauer, Niall MacGinnis, Nicole Shelby, Roy Stevens, Norman Claridge, Hedger Wallace, Clytie Jessop, Timothy Bateson, Roy Godfrey, James Copeland, Barry Low, Barbara Ewing, Lewis Alexander, Michael Hawkins",Freddie Francis,"Don Banks, James Bernard",Robert Bloch,93.0
Bad Boy Bubby,1993.0,movie,Comedy,7.4,13279.0,"Australia, Italy",English,"Nicholas Hope, Claire Benito, Ralph Cotterill, Syd Brisbane, Nikki Price, Ullie Birve, Audine Leith, Natalie Carr, Lucia Mastrantone, Carmel Johnson, Jip De Heer, James Ammitzboll, Grant Piro, ""Celine OLeary"", Dave Flannagan, Paul Philpot, Todd Telford, Paul Simpson, Stephen Smooker, Peter Monaghan, Mark Brouggy, James Bonifazio, Emma West, Bruce Gilbert, Michael Habib, Alan Holy, Betty Sumner-Lovett, Nellie Egan, Michael Constantinou, Alec Talbot, Norman Kaye, ""Michelle ORegan"", Gordon Poole, Jamie Nicolai, Pandy Tsimboulis, Rachael Huddy, Maryla Galus, Janet Kanda, Heather Slattery, Fille Dusselee, Stephanie Cooper, Bridget Walters, Graham Duckett, Andy McPhee, Tim Maloney, Geoff Revell, Lindsay Grose, Susan Ferguson, Josie Scattergood, Alan Huddleston, Laurel Aird, Paul Ammitzboll, ""Fran ODonoghue"", Vincenzo Andreacchio, Clemente de Salamanca, Olly Alick, Ryder Grindle, Kris Stewart, Joe Rossiter, Heather Rose",Rolf de Heer,Graham Tardif,Rolf de Heer,114.0
My Mother Likes Women,2002.0,movie,Comedy,6.2,1615.0,Spain,"Spanish, Czech","Leonor Watling, Rosa Maria Sardà, María Pujalte, Silvia Abascal, Eliska Sirová, Chisco Amado, Álex Angulo, Xabier Elorriaga, Aitor Mazo, Sergio Otegui, Gabriel Garbisu, Nicolás Quirós, Thomas Obermaier, Carla Calparsoro, Ana Goya, Inés Castellanos, Laura Pizarroso, Adriana Otaola, Saturna Barrios, Fernando Colomo, Alberto Chaves, Lucía del Río","Daniela Féjerman, Inés París",Juan Bardem,"Daniela Féjerman, Inés París",96.0
The Underground Comedy Movie,1999.0,movie,Comedy,2.0,2655.0,United States,English,"Barbara Snellenburg, Rebekah Chaney, Gloria Sperling, Chris Watson, Vince Offer, Karen Black, Mongo Brownlee, Brian Van Holt, Lightfield Lewis, Ant, Michael Clarke Duncan, Jeff Jaeger, Michael Wheels Parise, Joey Buttafuoco, Peachy Keene, Melanie Pullen, Morgan Alvet, Zoska Myock, George Smity, Slash, Tony Vera, Bobby Lee, Paolo Scandarisi, Sam Costello, Sam Mactaggert, Joe Shapiro, Ella Mae Davis, Mike Boito, Gena Lee Nolin, Angelyne, Gill Montie, Rod Skaggs, Jerry Shandrew, Douglas Wiltse, Marian Green, Renee Wilson, William Cassidy, Alan Cassidy, Carlos Peralta, Larry Edwards, Edgar Peralta, Mark Folger, Mark Goodrich, Dyrk Ashton, Tanya Monasmith, Sonja Parker, Kevin Nieliwocki, Jason Houch, Cynthia Loebe, Dana Claudat, Michael Robbin, Stephani Alvarez, Annet Boxheimer, Johanna Chavez, Juanita Smith, Marilyn Noriega, Dusty Doe, David Rotter, Jay Johnson, Luis Renos, Joycelyne Lew, Anthony Ramos, Cathy Jones, John Lizzi, Bernard Harrison, Larry Anderson, Crystal Allen, Christopher Campbell, Alan Cassidy, Dante, Joanna Krupa",Vince Offer,"Danny Rotter, David Rotter","Vince Offer, Dante",88.0
Beware of a Holy Whore,1971.0,movie,Comedy,6.8,2192.0,"West Germany, Italy","Italian, German, English, French, Spanish","Lou Castel, Eddie Constantine, Marquard Bohm, Hanna Schygulla, Rainer Werner Fassbinder, Margarethe von Trotta, Hannes Fuchs, Marcella Michelangeli, Karl Scheydt, Ulli Lommel, Kurt Raab, Herb Andress, Monica Teuber, Benjamin Lev, Gianni Di Luigi, Werner Schroeter, Magdalena Montezuma, Rudolf Waldemar Brem, Thomas Schieder, Enzo Monteduro, Mario Novelli, Ingrid Caven, Tanya Constantine, Katrin Schaake, Achmed Em Bark, Michael Fengler, Harry Baer, Burghard Schlicht, Dick Randall, Peter Berling, Toni Bianchi, Renato Di Laudadio, Franco Javarone, Peter Gauhe, Marcello Zucchè",Rainer Werner Fassbinder,Peer Raben,Rainer Werner Fassbinder,103.0
Rescue Heroes: The Movie,2003.0,movie,Animation,6.0,155.0,Canada,English,"Norm Spencer, Joseph Motiki, Lenore Zann, Deborah Odell, Rod Wilson, Martin Roach, Cal Dodd, Andrew Pifko, John Bourgeois, Chris Earle, Donald Burda, Andrew Sabiston, Tony Daniels, Dwayne Hill, Colin Glazer, Katie Griffin, Jeff Berg, Christopher Jacot, Melanie Tonello, Sunday Muse, Alex House",Ron Pitts,Amin Bhatia,Brent Piaskoski,83.0
Baazigar,1993.0,movie,Crime,7.7,27102.0,India,Hindi,"Shah Rukh Khan, Kajol, Dalip Tahil, Rakhee Gulzar, Shilpa Shetty Kundra, Siddharth, Johnny Lever, Ananth Narayan Mahadevan, Daboo Malik, Dinesh Hingoo, Adi Irani, Resham Tipnis, Amrit Patel, Sumeet Pathak, Manmauji, Harpal Singh Pali, Sharad Sankla, Raju Srivastava, Asha Singh, Dinyar Contractor, Baby Rupal, Sweety, Ateka, Devendra Pandit, Naushaad Abbas, Akbar Bakshi, Raj Bharti, Chacha Chaudhary, Avtar Singh Gullu, Anu Malik, Janardhan Parab, Surendra Rahi, Vinod Rathod, Harpal Singh, Yusuf, Prithvi Zutshi","Abbas Alibhai Burmawalla, Mastan Alibhai Burmawalla","Anu Malik, Shyam-Surender","Robin Bhatt, Akash Khurana, Javed Siddiqui",175.0
Christmas with the Andersons,2016.0,movie,Comedy,4.3,390.0,United States,English,"George Stults, Christy Carlson Romano, Savannah Judy, Luke Judy, Ion Overman, Dale Godboldo, Julie Brown, Caia Coley, Barry Livingston, Kathleen Gati, Kannon Kurowski, Rene Aranda, Kelsy Sandoval, Calvin Zwicker, Jillian Attiyah, Brett Chapin, Harvey B. Jackson, Marjan Tareq, Ashley Felkner",Michael Feifer,Brandon Jarrett,"Michael Feifer, Bonnie Hallman, Lyn Woodward",90.0
Air Force One,2002.0,tv movie,Documentary,7.0,152.0,United States,English,"Robert D. Barr, Barbara Bush, George Bush, George W. Bush, Michael Carroll, Jimmy Carter, Rosalynn Carter, Winston Churchill, Bill Clinton, Dwight D. Eisenhower, Mamie Eisenhower, Betty Ford, Gerald Ford, Paul W. Germain, Lady Bird Johnson, Lyndon B. Johnson, Jacqueline Kennedy, John F. Kennedy, Tim Kerwin, Joe Lockhart, Pat Nixon, Richard Nixon, Nancy Reagan, Ronald Reagan, Franklin D. Roosevelt, Lee Simmons, Harry S. Truman, Jack Valenti",Peter Schnall,Michael Whalen,Don Campbell,57.0
Cheyenne Warrior,1994.0,tv movie,Action,6.6,468.0,United States,English,"Kelly Preston, Bo Hopkins, Dan Haggerty, Clint Howard, Rick Dean, Charles Edwin Powell, Noah Colton, Louise Baker, Pato Hoffmann, Nik Winterhawk, Patricia Van Ingen, Frankie Avina, Joseph Wolves Kill, Terrance Fredricks, Mark S. Brien, Mark Cota, Jules Desjarlais, Danny Lee Clark, Jesse James Youngblood, Ezra Gabay, Lewis Ninham",Mark Griffiths,Arthur Kempel,Michael B. Druxman,90.0
Dear Frankie,2004.0,movie,Drama,7.7,21534.0,United Kingdom,"English, British Sign Language","Emily Mortimer, Jack McElhone, Mary Riggans, Sharon Small, Sophie Main, Katy Murphy, Sean Brown, Jayd Johnson, Anna Hepburn, Rony Bridges, Douglas Stewart Wallace, Elaine M. Ellis, Carolyn Calder, John Kazek, Gerard Butler, Garry Collins, Anne Marie Timoney, Maureen Johnson, Andrea Gibb, Cal MacAninch, Sharon MacKenzie, Jonathan Pender, Robert Harrison, Alan Marsh",Shona Auerbach,Alex Heffes,Andrea Gibb,105.0
American Tragedy,2019.0,movie,Documentary,6.4,333.0,United States,English,,Josh Sabey,Lorenzo Emanuel,"Josh Sabey, Lisa Sabey, Zak Ciotti",80.0
Who Is Cletis Tout?,2001.0,movie,Comedy,6.4,4106.0,"United States, Canada",English,"Christian Slater, Tim Allen, Portia de Rossi, Richard Dreyfuss, Billy Connolly, Peter MacNeill, Bill MacDonald, Richard Chevolleau, Elias Zarou, RuPaul, Joseph Scoren, Eugene Lipinski, Shawn Doyle, Louis Di Bianco, Tony Nappo, Tim Progosh, A.C. Peterson, Danny Lima, Kay Tremblay, Rachel Grodnik, Tannis Burnett, Michael Filipowich, B.J. McQueen, Kevin Rushton, Rick Demas, Martin Roach, Quancetia Hamilton, Corinne Jenner, Mauricio Rodas, Diego Fuentes, Michael Sercerchi, Chloe Stearns, Cyrus Faird",Chris Ver Wiel,Randy Edelman,Chris Ver Wiel,92.0
Ruby Sparks,2012.0,movie,Comedy,7.2,98220.0,United States,"English, French","Paul Dano, Zoe Kazan, Chris Messina, Annette Bening, Antonio Banderas, Aasif Mandvi, Steve Coogan, Toni Trucks, Deborah Ann Woll, Elliott Gould, Alia Shawkat, Jane Anne Thomas, John F. Beach, Eleanor Seigler, Emma Julia Jacobs, Wallace Langham, Rightor Doyle, Eden Brolin, Michael Silverblatt, Mary Jo Deschanel, Kai Lennox, Ole Olofson, Jack Levinson, China Shavers, Casey Genton, Michael Berry Jr., Lindsay Fishkin, Claudia Bestor, Oscar, Rick L. Dean, ""DJanine King-Lasky"", Brittany Lasky, Diana Parros, Tom Perrotta, Mark Roman, Tatiana Sarasty, Marco Tazioli","Jonathan Dayton, Valerie Faris",Nick Urata,Zoe Kazan,104.0
The Winter People,2003.0,movie,Drama,7.2,33.0,United States,English,"Rachel Harker, MacKenzie Nimmo, Ken Cheeseman, Frank T. Wells",John Stimpson,Ed Grenga,John Stimpson,14.0
"He Said, She Said",1991.0,movie,Comedy,5.7,6796.0,United States,English,"Kevin Bacon, Elizabeth Perkins, Nathan Lane, Anthony LaPaglia, Sharon Stone, Stanley Anderson, Charlayne Woodard, Danton Stone, Phil Leeds, Rita Karin, Paul Butler, Erika Alexander, Ashley Gardner, Michael Harris, Damien Leake, Constance Shulman, Leon Russom, Steven Gilborn, Dana Andersen, Petie Perkins, Hope Miles, Bruce MacVittie, George Martin, Tanya Berezin, Maury Efrems, Claudia Silver, David Cale, Rick Warner, Elizabeth Brower, David Storey, Alycea Baylis, Mark Tymchyshyn, Tom McDermott, Bobby B., Dennis Michael, Dave Smith, Bart Lay, F. William Parker, Karen Kirschenbauer, David Long, Rita Hennessy, Lucy Brightman, Van Dyke Parks, Boys From Baltimore, Shelley North, Mark Brutsche, Merri Biechler, ""Alice OConnor"", Ida Eustis, Cindy Miller, Brian Hohlfeld, Lisa Hohlfeld, Alan J. Wendl, Pamela Martin, Michael Chaban, Valentin Almendarez, Bernard Lee, Rebecca Krimski, Jeff Mandon, Bill Britt, Helen R. Williams, Leeza Gibbons, John Tesh, Vincent De Paul, Carlo Glorioso, Jack Larravide, Robert Marbury, William Shipman, Rob Stull","Ken Kwapis, Marisa Silver",Miles Goodman,Brian Hohlfeld,115.0
In the Mood for Love,2000.0,movie,Drama,8.1,136327.0,"Hong Kong, China","Cantonese, Shanghainese, French, Spanish","Maggie Cheung, Tony Chiu-Wai Leung, Siu Ping-Lam, ""Tung Cho Joe Cheung"", Rebecca Pan, Kelly Lai Chen, Man-Lei Chan, Kam-Wah Koo, Szu-Ying Chien, Paulyn Sun, Roy Cheung, Po-chun Chow, Hsien Yu, Julien Carbon, Laurent Courtiaud, Charles de Gaulle",Kar-Wai Wong,"Michael Galasso, Shigeru Umebayashi",Kar-Wai Wong,98.0
A Blonde in Love,1965.0,movie,Comedy,7.6,8157.0,Czechoslovakia,Czech,"Hana Brejchová, Vladimír Pucholt, Vladimír Mensík, Ivan Kheil, Jirí Hrubý, Milada Jezková, Josef Sebánek, Josef Kolb, Marie Salacová, Jana Novaková, Jarka Crkalová, Tána Zelinková, Zdena Lorencová, Jan Vostrcil, Antonín Blazejovský, Ota Sattler, Jindrich Heidelberg, Dana Valtová, Arnost Vrana, M. Zednicková",Milos Forman,Eugen Illin,"Milos Forman, Milos Forman, Jaroslav Papousek",88.0
Better Than Sex,2000.0,movie,Comedy,6.4,2176.0,"Australia, France",English,"David Wenham, Susie Porter, Kris McQuade, Simon Bossell, Catherine McClements, Imelda Corcoran, Dina Gillespie, Emily Saunders, Laura Keneally, Leah Vandenberg, Tammy Macintosh, Mark Priestley, Tamblyn Lord, Jason Clarke, Jason Chong, Tim Richards, Harry Bragg, Pauline Anderson",Jonathan Teplitzky,David Hirschfelder,Jonathan Teplitzky,95.0
The Last Outpost,1951.0,movie,Western,5.9,491.0,United States,English,"Ronald Reagan, Rhonda Fleming, Bruce Bennett, Bill Williams, Noah Beery Jr., Peter Hansen, Hugh Beaumont, Lloyd Corrigan, John Ridgely, Ivan Bell, Chris Willow Bird, Nick Borgani, Charles Brunner, James Burke, Iron Eyes Cody, Bill Coontz, Richard Crane, Charles Evans, Terry Frost, Harold Goodwin, Shep Houghton, Michael Jeffers, Jack Kenney, Ewing Mitchell, Burt Mustin, ""William H. OBrien"", Chuck Roberson, Tony Urchel, John War Eagle, William Wilkerson, Chief Yowlachie",Lewis R. Foster,Lucien Cailliet,"Daniel Mainwaring, George Worthing Yates, Winston Miller",89.0
Visitors of the Night,1995.0,tv movie,Sci-Fi,5.0,508.0,Canada,English,"Markie Post, Stephen McHattie, Candace Cameron Bure, Dale Midkiff, Pam Hyatt, Susan Hogan, Rob Stefaniuk, Victor A. Young, Judah Katz, Melyssa Ade, Damir Andrei, Denis Akiyama, Elizabeth Lennie, Sarah Rosen Fruitman, Miriam Newhouse, James Loxley, Dick Callahan, Caroline Yeager, Derwin Jordan, Gil Garratt, Marlow Vella, Aidan Thompson, Joe Pingue, Nancy Fischer, John McLeod, Angella Kaye, Allan Royal",Jorge Montesi,"Micky Erbe, Maribeth Solomon",Michael J. Murray,98.0
Numbered Days,1994.0,movie,Crime,6.6,1961.0,Spain,Spanish,"Carmelo Gómez, Ruth Gabriel, Javier Bardem, Karra Elejalde, Candela Peña, Elvira Mínguez, Pepón Nieto, Joseba Apaolaza, Chacho Carreras, Pedro Casablanc, Raquel Sanchís, David Pinilla, Pepe Colmenero, Marga Sánchez, Mariola Fuentes, José Martorell, Gloria Sirvent, Encarnación Piedrabuena, Francisco Videto, Álvaro Gómez, Leopoldo Casares, Reyes Abades, Pietro Olivera, Imán Padellano",Imanol Uribe,José Nieto,"Imanol Uribe, Juan Madrid",93.0
